c_id,sentiment,tweet1,tweet2,org,loc,per,oth,negative,positive
4476.0,Negative,"Cyclone Nilam buffets India coast: The south-east of India is hit by Cyclone Nilam, with wind speeds reaching 10... ","VIDEO: Cyclone Nilam hits Indian coast: The south-eastern coast of India has been hit by cyclone Nilam, with win... ",,"INDIA COAST,INDIAN COAST,INDIA,CYCLONE NILAM",,,26,23
4485.0,Negative,Cyclone Nilam sweeps across Tamil Nadu coast; 2 dead: Cyclone Nilam sweeps across Tamil Nadu coast; 2 dead | Pic... ,"Natural Disaster: Cyclone Nilam kills one in Tamil Nadu: Chennai, Nov 1: Cyclone Nilam hit Tamil Nadu coa... #india",HINDUCYCLONE NILAM,"INDIA,TAMIL NADU,CHENNAI,CYCLONE NILAM,TAMIL NADU COAST",NILAM,,39,40
4487.0,Negative,"AFP: Iranian Warships Leave Sudanese Port: PORT SUDAN, Sudan &amp;#8212; Two Iranian warships left a Sudanese port o... ","[CNN World News] Report: Iranian warships dock in Sudan: Two Iranian warships have docked in Sudan carrying ""a m... ",YAHOO,"SUDAN,PORT SUDAN,IRAN",,"SUDANESE,IRANIAN",19,10
4491.0,Negative,Bahrain bans all protest gatherings amid violence: Bahrain says it is banning all protest gatherings amid escala... ,Bahrain bans all protest gatherings amid violence: Bahrain imposed emergency-style rules Tuesday banning all pro... ,ESCALA,BAHRAIN,,BAHRAINI,27,10
4382.0,Negative,Bahrain government bans protests: Bahrain's interior ministry announces a ban on all protests and gatherings ami... ,BBCnews: Bahrain government bans protests: Bahrain's interior ministry announces a ban on all protests and gathe... ,BAHRAIN'S INTERIOR MINISTRY,BAHRAIN,,,23,2
4498.0,Negative,"S. Africa police fire rubber bullets at striking miners: RUSTENBURG, South Africa AFP - South African police fir... ",South Africa mine strikes: Police fire tear gas: Police have fired rubber bullets and tear gas to disperse about... ,,"SOUTH AFRICA,RUSTENBURG,S. AFRICA,RUSTENBERG",,SOUTH AFRICAN,8,2
4510.0,Negative,"BBC News UK Popular Somali poet gunned down: A popular Somali poet and songwriter, who was critical of Islamist ... ","Popular Somali poet gunned down: A popular Somali poet and songwriter, who was critical of Islamist fighters and... ","WARSAME SHIRE AWALE,BBC NEWS UK",,,"SOMALI,ISLAMIST",9,7
4516.0,Positive,"Qatar Accuses Syrian Government of Genocide #Article Syria's government is waging ""a war of extermination""... ",10/30/12 Qatar accuses Syrian government 0f genocide after failed truce #Syria ,,"SYRIA,QATAR",GARY ROTHFELD,"SYRIAN,SYRIA'S",8,6
4522.0,Negative,"Top negotiator eyes EU budget cut: Cyprus, chairing key EU budget talks, proposes a 50bn-euro cut in EU spending... ",Top negotiator eyes EU budget cut ,"EU,CYPRUS,EYES EU",,,,6,0
4439.0,Negative,Rwandan opposition leader jailed: Rwandan opposition leader Victoire Ingabire is found guilty at her treason tri... ,Sky Aus- Rwanda jails opposition leader: A court has found Rwandan opposition leader Victoire Ingabire guilty of... ,SKY AUS,RWANDA,VICTOIRE INGABIRE,RWANDAN,21,4
4528.0,Negative,Syria air force general killed as air strikes pound rebels: DAMASCUS: A Syrian air force general has been assass... ,#leimo Air force general assassinated in Damascus: A SYRIAN air force g... @Leimo @crowealexand,"LEIMO AIR FORCE,CROWEALEXAND,SYRIAN STATE TV","SYRIA,DAMASCUS",,SYRIAN,4,4
4536.0,Positive,Heat 120 Celtics 107: Final. #NBA #Celtics #Heat,"Beat the Heat! Let's go Celtics! Rondo and Pierce, show 'em you don't need Allen to win this game. #NBA",CELTICS,,"RONDO,LET'S,PIERCE,ALLEN",,146,154
4546.0,Negative,Rondo gets fouled more than any other player. Refs dont call fouls for Rondo. they hate him. #Celtics #CelticsTalk,!!!RT @IAmTheJay_: Rondo's passing ability &gt;&gt;&gt;&gt; that nigga got vision,"CELTICS,CELTICSTALK",,"URKEL RONDO,RONDO,NIGGA",,13,15
4547.0,Positive,"""@Khyy_Symonee: Rondo Shoess ♥ Rondo Periodd ♥""",WTF Jeff green wearing the same shoes Rondo wearing smh get your own Foams,,,"JEFF GREEN,SYMONEE,RONDO",,211,106
4550.0,Positive,Aww yeah @blakeshelton win male vocalist of the year again. Congrats Blake. Well deserve Blake!! #CMAawards I love you Blake! ❤❤,Loved Vince &amp; Kelly's duet. Congrats to Blake Shelton...male vocalist of the year!!,,,"BLAKESHELTON,KELLY'S,VINCE,LUKE BRYAN,BLAKE,BLAKE SHELTON",,59,27
4557.0,Positive,Rondo has pink foams on...#swag #rondo #foams,Pink foams! RT @SexyRios69: Rondo's Foams or Allen's PEs ?,,,RONDO,,288,374
4566.0,Negative,Yay pride of Britain awards  #pride #of #britain #awards ,"Endless respect for all the people on the Pride of Britain awards! There is still hope for Britain, and it comes from these lovely people!",,BRITAIN,YAY,BRITISH,425,87
4526.0,Positive,New York Stock Exchange will reopen Wednesday: NEW YORK - The New York Stock Exchange will reopen for regular tr... ,New York Stock Exchange will reopen Wednesday: The New York Stock Exchange will reopen for regular trading Wednesday after being shut...,,NEW YORK,,,2,16
4579.0,Negative,i didnt kno that bitch katrina was still trippin,Was he supposed to say Katrina? Im confused,LMFAOO,,KATRINA,,8,2
4593.0,Negative,Opposition Leader Sentenced To 8 Years In Rwanda: Opposition leader sentenced to 8 years in Rwanda,Opposition leader sentenced to 8 years in Rwanda: A Rwandan court sentenced the country's top opposition politic... ,,RWANDA,,RWANDAN,4,2
4551.0,Negative,If I see Rondo better than Chris Paul ever again ima snap!,"I'll give Rondo that, He is better than Chris Paul",,,"ZACC,RONDO,CHRIS PAUL,MACCDADDY,I'LL",,5,0
4523.0,Positive,"First Afghan boxing match begins: Afghanistan hosts its first professional men's boxing match, with millions acr... ","First Afghan boxing match begins: Afghanistan hosts its first professional men's boxing match, with millions across the country expec...",,AFGHANISTAN,,AFGHAN,2,14
4615.0,Negative,"#Disney bought Lucas Film Ltd for 4.05 billion in cash and stock, giving them rights to the Star Wars and Indiana Jones franchises","TheNextWeb: Disney purchases Lucasfilm, including the Star Wars franchise for $4.05B in cash and stock ","INDIANA JONES,DISNEY,LUCASFILM",,LUCAS,,10,8
4616.0,Negative,"Disney buys firm behind Star Wars: Disney buys Lucasfilm, the company behind Star Wars, from George Lucas for $4... ","Disney buys firm behind Star Wars: Disney buys Lucasfilm, the company behind Star Wars, from George Lucas for $4.05bn (£2.5bn) and wi...","LUCASFILM,DISNEY",,GEORGE LUCAS,,94,38
4621.0,Positive,"Alright Disney, now that you have all of Star Wars MAKE PIXAR MAKE A STAR WARS MOVIE.","Disney to make new 'Star Wars' films, buy Lucas co: The ""Star Wars"" saga will continue with another trilogy foll... ",,,,,82,41
4619.0,Negative,"Disney bought Star Wars from George Lucas for $4-billion. Amazing for Lucas, terrible for Star Wars. Mickey stars with the Ewoks in 2013""",I liked a @YouTube video George Lucas Sells Star Wars to Disney - EXCLUSIVE DISNEY STAR WARS INTERVIEW,DISNEY,,"MICKEY,GEORGE LUCAS,LUCAS",,221,45
4660.0,Negative,“@dp_est1856: 😳 Miami Heat championship ring 💍#ring #heat #championship - #RNS,This taking me back to my ring ceremony for my high school ring lol,BOSTON,MIAMI,LET'S,,63,40
4680.0,Negative,Rondo got the pink foams on for breast cancer awareness… foams are still awful sneakers. but i digress.,"""@O_HI_imOHI: Rondo got on pink foams?"" Breast cancer awareness",,,"RONDO,IMOHI",,18,4
4681.0,Negative,Lmao rondos wearing pink foams,Rondos wearing the polarized pink foams!!!,LMAO RONDOS,,RONDOS,,8,9
4682.0,Positive,"Yea , rondo the only one with something pink on? which is his pink foams.","Frfr he late af..""@_lovelyfvck 3 years later.. RT ""@MarkGuapo: Rondo Got Pink Foams On?""""",,,"RONDO,LOVELYFVCK",,38,22
4690.0,Positive,"That Lebron Commercial Was Dopee , I Think Lebron Really Deserved That Ring 👍",That Lebron new commercial dope af &gt;&gt;&gt;&gt;,GT,,LEBRON,LEBRON,17,20
4695.0,Negative,Love the big bang theory,Love big bang theory,,,,,13,0
4655.0,Negative,Afghan boxer Hamid Rahimi wins Kabul's first pro match - BBC News story ,BBC News - Afghan boxer Hamid Rahimi wins Kabul's first pro match ,BBC NEWS,,HAMID RAHIMI,"AFGHAN,KABUL'S",1,4
4716.0,Negative,"POPE RATZINGER BENEDICT and his PRIVATE Corporate Business called ""QUEEN ELIZABETH II"" and ""VATICAN CITY"" the... ","Honored to receive the Queen Elizabeth II Diamond Jubilee Medal, in recognition for service to Scouting, to my community, and to Canada.",,"VATICAN CITY,CANADA",RATZINGER BENEDICT,,4,5
4717.0,Positive,Millions in Northeast struggle after massive storm: NEW YORK (Reuters) - The northeastern United States battled epic flood waters and...,Millions in Northeast struggle after massive storm: The northeastern United States battled epic flood waters and... ,,"UNITED STATES,NEW YORK",,EPIC,0,7
4718.0,Negative,Bahrain must lift ban on all protests- Amnesty: BAHRAIN-AMNESTY-BAN:Bahrain must lift ban on all protests- Amnesty,Bahrain must lift ban on all protests- Amnesty: BAHRAIN-AMNESTY-BAN:Bahrain must lift ban on all protests- Amnesty ,AMNESTY INTERNATIONAL,BAHRAIN,,,14,1
4728.0,Negative,"Afghanistan: Presidential Election Set For April 2014: KABUL, Afghanistan (AP) — Afghanistan's Election Commissi... ",Afghanistan presidential election set for April 2014: KABUL (Reuters) - Afghanistan will hold its next president... ,,"KABUL,AP,AFGHANISTAN",,AFGHANISTAN'S,2,3
4713.0,Positive,"Haiti food fears grow after Sandy: Hurricane Sandy destroyed many crops in southern Haiti, raising food shortage... ","Hurricane Sandy: Haiti Crops Damaged, Food Price Increase Feared via @HuffPostWorld",,HAITI,,,1,9
4731.0,Positive,Barclays in new regulatory probes: UK bank Barclays says that it is the subject of two new regulatory probes soo... ,"Barclays says new U.S. probes, profit hit by PPI: LONDON (Reuters) - Barclays unveiled two new U.S. regulatory p... ","BARCLAYS,UK BANK BARCLAYS","LONDON,U.S.",,,2,14
4730.0,Negative,23 killed in Saudi Arabian wedding fire: Celebratory gunshots sparked an electrical fire that tore t... - CNN #News,23 killed in Saudi Arabian wedding fire: Celebratory gunshots sparked an electrical fire that tore through a wed... ,,,,"SAUDI,SAUDI ARABIAN",40,9
4752.0,Negative,"#news Fire at Saudi wedding kills 23 women, children: RIYADH, Saudi Arabia â Saudi media reports say a blaze t... ","Blaze inside tent at Saudi wedding kills 23 women, children: RIYADH, Saudi Arabia - Saudi media reports say a bl... ",,"SAUDI ARABIA,RIYADH",,SAUDI,5,1
4762.0,Positive,Iran warships leave Sudan after four-day stay — The Punch - Nigeria's Most Widely Read Newspaper ,Iran warships leave Sudan after four-day stay via @reuters,REUTERS,"SUDAN,IRAN",,NIGERIA'S,5,2
4789.0,Positive,"Google's Gmail now world's top e-mail service: Google's Gmail is top dog in e-mail, according to ComScore, whic... ","` @Photon4Dev Google's Gmail now world's top e-mail service: Google's Gmail is top dog in e-mail, according to ... ","CNET NEWS,COMSCORE",,,,0,11
4790.0,Negative,"Bahrain bans protests, blames violence: Bahrain defended its decision Wednesday to impose a ban on all public pr... ",Bahrain bans protests over violence: Bahrain defended its decision Wednesday to impose a ban on all public prote... ,,BAHRAIN,,,14,0
4792.0,Negative,"Government loses EU budget vote: The government is defeated in Parliament over its negotiating position on the EU budget, with MPs ca...",Government loses EU budget vote: The government is defeated in Parliament over the EU budget after 53 Conservative MPs defied their p...,EU,,,,20,0
4798.0,Negative,2nd Half - Chelsea - 1 United - 2 RT @_wondakid: Man Utd vs Chelsea......scores?,Man 2 - chelsea 1 RT @FabianLawless: #ManchesterUnited 1 . #Chelsea 0,"NORWICH CITY,MAN UTD,TOTTENHAM,CHELSEA,MANCHESTERUNITED",UNITED,,,43,40
4804.0,Positive,That boy Chicharito loves scoring against Chelsea! #MUFC,Yaaa chicharito loves scoring against chelsea #MUFC,"CHELSEA,MUFC",,"YAAA CHICHARITO,CHICHARITO",,21,35
4805.0,Positive,Ryan Giggs with an exquisite finish after great work by Anderson to steal the ball #Legend,Ryan giggs just scored why dont we give him pfa player award now #OVERRATED,,,"ANDERSON,RYAN GIGGS",,3,7
4808.0,Positive,Cc: @akbartaufiik RT @my_supersoccer: Full Time! Liverpool 1-3 Swansea. LIVERPOOL'S OUT!,Wkwkwkwk RT @my_supersoccer: Full Time! Liverpool 1-3 Swansea. LIVERPOOL'S OUT!,"SWANSEA,LIVERPOOL'S,LIVERPOOL",,,,27,15
4826.0,Negative,Sandusky sent to prison for death row inmates: Former Penn State assistant football coach Jerry Sandusky on Wednesday was sent to ser...,Sandusky sent to prison for death row inmates: Former Penn State assistant football coach Jerry Sandusky on Wedn... ,PENN STATE,PENN STATE,"JERRY SANDUSKY,SANDUSKY",,17,5
4831.0,Negative,Some aotp should keep some kids away from my house I want candy kids #sorry,I want to pass out candy but no little kids come to my house,,,,,8,0
4856.0,Positive,Quarter Final Capital One Cup : Leeds United vs Chelsea,"Gonna be a very interesting Capital One Cup Quarter Final for us, Leeds Vs. Chelsea could be quite explosive #WeHateLeeds","CHELSEA,LEEDS UNITED,LEEDS",US,,"CAPITAL ONE CUP,ONE CUP",0,5
4760.0,Positive,Clegg to attack Labour over EU: Deputy Prime Minister Nick Clegg is to attack Labour after it sided with Tory re... ,BBCnews: Clegg to attack Labour over EU: Deputy Prime Minister Nick Clegg is to attack Labour after it sided wit... ,"EU,LABOUR",,"NICK CLEGG,CLEGG",,0,5
4744.0,Negative,Saudi Arabia fuel truck crash kills 22 in Riyadh - BBC News: BBC NewsSaudi Arabia fuel truck crash kills 22 in R... ,Saudi fuel truck crash kills 22: At least 22 people are reported killed in a fuel truck crash and explosion in t... ,BBC NEWSSAUDI ARABIA,"SAUDI ARABIA,RIYADH",,SAUDI,92,12
4873.0,Positive,Former Penn St. president Spanier charged: Former Penn State University president Graham Spanier has been charged Thursday in relatio...,Ex-Penn State president Spanier charged in Sandusky case: Former Penn State President Graham Spanier has been ch... ,"PENN STATE,PENN STATE UNIVERSITY","PENN STATE,SANDUSKY","GRAHAM SPA,SPANIER,GRAHAM SPANIER,PENN",,46,137
4878.0,Negative,Prison officer shot dead in motorway ambush - Telegraph.co.ukPrison officer shot dead in mo... ,#leimo Prison officer shot dead on motorway: A long-serving prison offi... @Leimo @crowealexand,CROWEALEXAND,MO,,,12,1
4883.0,Negative,Parents Attack Daughter With Acid: Pakistani parents in a remote village allegedly killed their 15-year-old daughter... ,Pakistan parents arrested for acid killing: Couple allegedly beat and poured acid on their 15-year-old daughter ... ,,PAKISTAN,,PAKISTANI,32,1
4892.0,Negative,David Black murder: Dissident republican Colin Duffy arrested over the ruthless murder of prison officer shot in mot... ,Telegraph Uk: Dissident republican Colin Duffy arrested over prison officer motorway murder: Northern Ireland: D... ,TELEGRAPH UK,NORTHERN IRELAND,"COLIN DUFFY,DAVID BLACK",REPUBLICAN,9,5
4898.0,Negative,"Syrian rebels kill 28 soldiers, several executed ","Syrian rebels kill 28 soldiers, several executed",,,,SYRIAN,9,2
4889.0,Negative,Prison officer murder - arrests: Two men have been arrested in connection with the murder of Northern Ireland prison officer David Black.,Prison officer murder - arrests: Two men have been arrested in connection with the murder of Northern Ireland pr... ,NORTHERN IRELAND,,DAVID BLACK,,42,0
4864.0,Positive,New York City Marathon Cancelled - ABC News: New York City Marathon CancelledABC NewsThe New York City marathon ... ,New York City Marathon Is Canceled: The New York City Marathon is canceled for this Sunday amid outcries that th... ,ABC NEWS,NEW YORK CITY,,NEW YORK CITY MARATHON,94,121
4918.0,Negative,"Holy shit, can't believe that Mitch Lucker died. RIP Mitch. Thoughts go out to Suicide Silence.","RIP Mitch Lucker, Suicide Silence (Mitch's band) and Brad Armstrong are all tredning. Thanks, Grim Reaper.",,,"CAN'T,MITCH,MITCH LUCKER,MITCH'S,BRAD ARMSTRONG",,47,40
4919.0,Positive,"RIP Mitch Lucker. I'm not a huge of Suicide Silence, but can't deny that they're a great band and Mitch was ","Our thoughts go out to the fans, friends, and family of Suicide Silence's Mitch Lucker. Like them or not, Mitch... ",SAD NEWS,,"I'M,MITCH,MITCH LUCKER",,15,17
4921.0,Positive,ikenbot: Light From Universe’s First Stars Seen Astronomers have spotted light from the very first stars in t… ,Light from first stars in universe spotted: Astronomers have spotted light from the very first stars in the univ... ,,,,UNIVERSE’S,0,13
4925.0,Positive,"New York Mayor Bloomberg endorses Obama: NEW York Mayor Michael Bloomberg is endorsing President Barack Obama for re-election, citing...",New York Mayor Bloomberg endorses Obama: New York Mayor Michael Bloomberg is endorsing President Barack Obama fo... ,,"NEW YORK,NEW YORK CITY","BARACK OBAMA,MICHAEL BLOOMBERG,BLOOMBERG,OBAMA",,130,114
4795.0,Positive,Michael Bloomberg (NYC Mayor) Endorses Obama (Main Reason — Climate Change) New York City Mayor Michael Bloomberg s ,"Citing climate change, Mayor Bloomberg endorses Obama: New York Mayor Michael Bloomberg on Thursday bemoaned Pre... ",,"NEW YORK,NEW YORK CITY,NYC","MICHAEL BLOOMBERG,BLOOMBERG,OBAMA",,13,33
4935.0,Positive,Country Music Awards &gt;&gt;&gt; all other music awards,Country Music Awards &gt;&gt;&gt;&gt;&gt;&gt; Studying for AP Stats,,,,,9,51
4937.0,Negative,"I miss outlaw country music, but seeing Carrie Underwood is a plus. #smoking hot",Wish I looked like Carrie underwood #flawless #perfect #gorgeous,,,CARRIE UNDERWOOD,,38,73
4942.0,Positive,I love Miranda Lambert and Blake Shelton. Epitome of perfect country couple.,Miranda Lambert and Blake Shelton are the Country Power Couple and I fckin love it.,,,"FCKIN,I'M,MIRANDA LAMBERT,BLAKE SHELTON",,16,34
4944.0,Negative,Eric Church better win but LB night steal it,ERIC CHURCH BETTER WIN THIS ONE.,,,ERIC CHURCH,,11,7
4949.0,Negative,Okay I love taylor swift but she doesn't belong at the cmas she isn't even country anymore .,"Get Taylor Swift off the stage, she doesn't belong at the CMAs, she is not country anymore! #sorrynotsorry",,,TAYLOR,,8,0
4938.0,Positive,BEGIN AGAIN is AWESOME. Taylor Swift looks beauiful. Taylor IS beautiful. Nuff said #CMAs,I love Taylor Swift but she's not country anymore...get off the CMA's.,,,TAYLOR,CMA'S,34,5
4955.0,Positive,"Italian Farmers Market - Turin, Italy - We are back from a wonderful trip to Torino, Italy for Terra Madre and Salon... ","Peperone from Sicily at Slow Food's Salone del Gusto in Turin, Italy ","TERRA MADRE,SALON,PEPERONE,SICILY","TORINO,SALONE DEL GUSTO,TURIN,ITALY",,ITALIAN,10,8
4961.0,Positive,At least @taylorswift13 didn't win! Congrats @blakeshelton well deserved!!,I just want someone to play spit with who doesn't play slaps or doubles :(,LSU,,"Y'ALL,BLAKESHELTON",,4,6
4969.0,Negative,Damn That Was Good Ass Shot By Tony Parker,Damn good shot Tony Parker,,,"DAMN,TONY PARKER",,9,14
4970.0,Positive,TONY PARKER with the Buzzer beater!!! TONY PARKER with the Buzzer beater!!!,"""@EllyceNashea: Fuck you Tony Parker."" lol tony parker cuhhh",,,"ELLYCENASHEA,TONY PARKER CUHHH,TONY PARKER",,182,395
4971.0,Negative,I hate Tony Parker wit a passion. He hope like a scary ass bitch.,NICE FINISH. Get it Tony Parker. Loved the last 5.9 seconds. #Spurs #TimmyD,NICE,,TONY PARKER,,3,11
4983.0,Positive,'Youths executed' in Nigeria city: Dozens of young men have been shot dead in Nigeria by the military in Maidugu... ,DTN Pakistan: World Youths executed in Nigeria city: Dozens of young men have been shot dead in Nigeria by the m... ,,"DTN PAKISTAN,MAIDUGU,NIGERIA,MAIDUGURI",,,0,7
4880.0,Positive,Labour MP resigns over expenses: Former Labour minister Denis MacShane quits as an MP after a watchdog ruled he ... ,"Labour MP resigns over expenses: Former minister Denis MacShane quits as an MP after fiddling at least £7,500 fr... ",LABOUR,,DENIS MACSHANE,,12,23
4988.0,Positive,Denis MacShane resigns as MP over expenses - The Guardian: The GuardianDenis MacShane resigns as MP over expense... ,Expenses MP MacShane suspended from Parliament: SOUTH Yorkshire MP and former Europe minister Denis MacShane has... ,"BBC NEWS,MP'S,SOUTH YORKSHIRE",EUROPE,"MACSHANE,DENIS MACSHANE",,16,39
4968.0,Positive,"Job growth, unemployment rate rose in October as workers re-entered labor force – Washington Post: New York Time... ","Job growth, unemployment rate rose in October, as workers re-entered labor force - Washington Post: The Guardian... ",WASHINGTON POST,"WASHINGTON,NEW YORK",,,9,4
4973.0,Negative,"171,000 jobs added but unemployment rate rises to 7.9 percent: US economy adds 171,000 jobs in October; unemployment... ","US adds 171,000 jobs in October: The US economy created 171,000 new jobs in October and the unemployment rate ro... ",,"US,U.S.",,,78,61
4996.0,Positive,Google news : 171000 jobs added in October - Chicago Tribune: BBC News171000 jobs added in OctoberChicago Tribun... ,171000 jobs added in October - Chicago Tribune: BBC News171000 jobs added in Octobe... ★ NTN: ,"BBC NEWS171000,CHICAGO TRIBUNE",US,,,5,4
5008.0,Negative,"Source: NHL cancels Michigan's Winter Classic: The NHL has decided to cancel the Winter Classic, which was ... #NHL",NHL Cancels Winter Classic - ESPN: (blog)NHL Cancels Winter ClassicESPNThe NHL has de... - #NHL,NHL,,,WINTER CLASSIC,86,17
5038.0,Negative,Tech Tips: Watch the Internet Go Down as Superstorm Sandy Makes Landfall ,Watch the Internet Go Down as Superstorm Sandy Makes Landfall ,MASHABLE,,,,9,0
5041.0,Negative,Watch the Internet Go Down as Superstorm Sandy Makes Landfall: Superstorm Sandy ripped through the Eastern Seab... ,' @photon4DEV Watch the Internet Go Down as Superstorm Sandy Makes Landfall: Superstorm Sandy ripped through th... ,,,,,17,0
5053.0,Negative,Albanian communist-era dissident dies of burn wounds: TIRANA (Reuters) - An Albanian communist-era dissident die... ,Albanian communist-era dissident dies of burn wounds: TIRANA (Reuters) - An Albanian communist-era dissident died on... ,,TIRANA,,ALBANIAN,5,0
5054.0,Positive,Britain's creative edge is at risk | Nicholas Serota: Arts are vital to the UK economy. To downgrade their statu... ,Britain's creative edge is at risk | Nicholas Serota via @guardian,,UK,NICHOLAS SEROTA,BRITAIN'S,0,7
5061.0,Negative,"Tonight, a game that means everything to the clippers and their fans… just another regular season game to the Lakers and theirs. #LakeShow","Heat Knicks game tonight, lets get it heat","CLIPPERS,KNICKS,LAKERS",,,,68,81
5062.0,Negative,Sunday’s New York City Marathon canceled due to Sandy: The New York City Marathon — scheduled for Sunday — was canceled Friday due to...,Sunday’s New York City Marathon canceled due to Sandy: The New York City Marathon — scheduled for Sunday — was c... ,,"NEW YORK CITY,NYC",,NEW YORK CITY MARATHON,39,12
5064.0,Negative,The 2012 NYC ING Marathon has been cancelled. It had not been cancelled since the 1970's. #nyc #marathon,The amount of time it took them to cancel the NYC marathon = the amount of time it would take me to complete the NYC marathon.,,,,"NYC MARATHON,NYC,NEW YORK CITY MARATHON",229,33
5077.0,Positive,The blake griffin commercials lol loveee &gt;&gt;&gt;&gt;ctfu,That Blake Griffin Commercial is so cute &gt;&gt;&gt;&gt;,"GT,LMAO",,,,67,50
5082.0,Negative,Albanian fire protest man dies: A communist-era dissident in Albania dies three weeks after setting himself on fire in a protest over...,Albanian fire protest man dies - A communist-era dissident in Albania dies three weeks after setting himself on fire... ,,ALBANIA,,"COMMUNIST-ERA,ALBANIAN",6,0
5086.0,Positive,Abu Dhabi Grand Prix 2012: Sebastian Vettel to start from the pit-lane after …: Abu Dhabi Grand Prix 2012: Sebas... ,Raikkonen wins Abu Dhabi classic: Kimi Raikkonen wins the Abu Dhabi GP as Sebastian Vettel held on to his champi... ,,,"KIMI RAIKKONEN,SEBASTIAN VETTEL,RAIKKONEN,SEBAS","ABU DHABI GRAND PRIX,ABU DHABI CLASSIC,ABU DHABI GP",29,55
5089.0,Negative,I get a free phone and Obama is gonna pay my mortgage. RT @BarackObama: What’s your reason for voting Obama-Biden?,I admire Obama's ability to lie even when the truth is obvious. RT @BarackObama What’s your reason for voting Obama-Biden?,,,"JOE BIDEN,OBAMA'S,BARACKOBAMA,OBAMA",,20,9
5091.0,Negative,Democrats fight to control US Senate: MAJORITY Democrats fought Republicans for control of the US Senate after a... ,Democrats fight for continued Senate control: WASHINGTON (AP) -- Majority Democrats fought Republicans for c... ,"US SENATE,SENATE","WASHINGTON,AP,US",,"REPUBLICANS,DEMOCRATS",38,15
5104.0,Positive,if the cowboys win tonight I'll have a good anniversary and a good win.,It would be typical Cowboys to win this game tonight.,COWBOYS,,,,20,18
5113.0,Positive,Bishop Tawadros new pope of Egypt’s Coptic Christians:Bishop Tawadros new pope of Egypt's Coptic Christians,"Egypt's Coptic church chooses new pope: Egypt's ancient Coptic Christian church named a new pope on Sunday, chos... ",COPTIC CHRISTIANS,CAIRO,"TAWADROS,BISHOP TAWADROS","EGYPT'S,COPTIC,EGYPT’S",32,196
5118.0,Positive,Syria rebels launch assault on key northern airbase: Syria rebels launch assault on key northern airbase ... ,Syria rebels launch assault on key northern airbase - ABC Online: The HinduSyria rebels launch assault on key no... ,ABC,SYRIA,,HINDUSYRIA,15,5
5121.0,Positive,Syria conflict: Rebels 'attack key airbase at Taftanaz' - BBC News: BBC NewsSyria conflict: Rebels 'attack key a... ,"7 Syrian generals defect to Turkey: In another sign of cracks in the Syrian government's armor, seven army generals... ","BBC NEWS,BBC NEWSSYRIA","TAFTANAZ,SYRIA,TURKEY",,SYRIAN,1,19
5125.0,Negative,Danny Boyle opposes plan to sell Moore sculpture: Director Danny Boyle joins campaign to restore Henry Moore scu... ,Moore is one of my faves @Gdnartanddesign: Britain's cultural elite battles to halt sale of Henry Moore sculpture ,,,"MOORE,DANNY BOYLE,HENRY MOORE",BRITAIN'S,22,5
5136.0,Negative,'Heavy fighting' at Syria's Taftanaz airbase: Operation 'to liberate the Taftanaz airbase' has begun in Idlib pr... ,AJE Middle East: 'Heavy fighting' at Syria's Taftanaz airbase: Operation 'to liberate the Taftanaz airbase... #BPNP,AJENGLISH,IDLIB,,SYRIA'S,7,0
5130.0,Negative,Rebels fight Syrian troops over airbase: Syrian rebels launched a dawn assault Saturday on a strategic airbase in the north of the co...,Rebels fight Syrian troops over airbase: Syrian rebels launched a dawn assault Saturday on a strategic airbase i... ,,,,SYRIAN,2,4
5137.0,Positive,"WOW!! Nice.. Rooney☹. Tanx darling*kisses* RT @AyayoKinsu: @ifiee van persie got one on arsenal, rooney missed a penalty",Disaster !! Rooney takes the penalty but misses ! So its still Man United 1-0 Arsenal. Do you think Van Persie... ,ARSENAL,UNITED,"IFIEE VAN PERSIE,ROBIN VAN PERSIE,VAN PERSIE,ROONEY",,280,122
5140.0,Negative,Twin explosions kill three in Somalia capital: witnesses: MOGADISHU (Reuters) - Two suicide bombers killed three... ,"Twin explosions kill three in Somalia capital -witnesses: MOGADISHU, Nov 3 (Reuters) - Two suicide bombers kille... ",,"MOGADISHU,SOMALIA",,,5,0
5147.0,Negative,"RVP takes the piss, gives santos is shirt at HALF TIME #Bombaclat!...Santos #KMT!",#santos #arsenal what an absolute disgrace santos is asking for RVP short at half time. Your team is 1-0 down you Tosser!!,,,"SANTOS,ANDRE SANTOS",,94,55
5150.0,Positive,Not that great performance. But win is win! Cheers Arsenal!!,At least last year when we smashed Arsenal 8-2 they had RVP #ohdear,ARSENAL,,,,0,7
5153.0,Positive,"That's probably NOT a penalty, coz its United. Right?",Fuck sake. Penalty united,,,"ELLA,COZ",,3,2
5164.0,Negative,"Two suicide bombers attack restaurant in Somalia: Two suicide bombers have attacked a restaurant in Somalia's capital, killing one vi...",Two suicide bombers attack restaurant in Somali capital: MOGADISHU: Two suicide bombers attacked a restaurant in... ,,"MOGADISHU,SOMALIA,SOMAL",,"SOMALI,SOMALIA'S",29,4
5171.0,Negative,Czech Republic Leads Serbia 2-0 In Fed Cup Final: Czech Republic leads Serbia 2-0 in Fed Cup final,Czech Republic leads Serbia 2-0 in Fed Cup final: The Czech Republic is one win away from retaining the Fed Cup ... ,,"CZECH REPUBLIC,SERBIA,AP,PRAGUE",,FED CUP,36,29
